player2_move_1,player2_move_2,player2_move_3,player2_move_4,player2_move_5,player2_move_6,player2_move_7,player2_move_8,player2_move_9,player1_move_1,player1_move_2,player1_move_3,player1_move_4,player1_move_5,player1_move_6,player1_move_7,player1_move_8,player1_move_9
1,0,0,-1,-1,-1,1,1,0,1,0,0,-1,-1,-1,1,1,0
GAME_68_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,1,0,-1,0,0,0,0,0,0,1,1,-1,0,0
0,0,0,-1,1,1,-1,0,0,1,0,0,-1,1,1,-1,0,0
1,0,0,-1,1,1,-1,0,-1,1,0,0,-1,1,1,-1,1,-1
1,-1,0,-1,1,1,-1,1,-1,1,-1,1,-1,1,1,-1,1,-1
GAME_69_END,,,,,,,,,,,,,,,,,
0,0,0,0,-1,0,0,0,0,1,0,0,0,-1,0,0,0,0
1,0,0,0,-1,0,0,-1,0,1,0,0,0,-1,0,1,-1,0
1,-1,0,0,-1,0,1,-1,0,1,-1,0,0,-1,0,1,-1,0
GAME_70_END,,,,,,,,,,,,,,,,,
0,0,0,0,-1,0,0,0,0,1,0,0,0,-1,0,0,0,0
1,0,0,0,-1,0,-1,0,0,1,0,1,0,-1,0,-1,0,0
1,-1,1,0,-1,0,-1,0,0,1,-1,1,0,-1,0,-1,1,0
1,-1,1,-1,-1,0,-1,1,0,1,-1,1,-1,-1,1,-1,1,0
1,-1,1,-1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,-1,1,-1
GAME_71_END,,,,,,,,,,,,,,,,,
0,0,-1,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0
1,0,-1,0,0,-1,0,0,0,1,0,-1,1,0,-1,0,0,0
1,0,-1,1,0,-1,0,0,-1,1,0,-1,1,0,-1,0,0,-1
GAME_72_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,-1,0
0,-1,0,0,1,0,0,-1,0,1,-1,0,0,1,0,0,-1,0
1,-1,0,0,1,0,-1,-1,0,1,-1,0,0,1,0,-1,-1,1
GAME_73_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,-1,0,0,0,0,0,0,0,1,-1,0,0,0
-1,0,0,0,1,-1,0,0,0,-1,0,0,0,1,-1,0,0,1
-1,0,0,0,1,-1,-1,0,1,-1,0,0,1,1,-1,-1,0,1
-1,0,0,1,1,-1,-1,-1,1,-1,1,0,1,1,-1,-1,-1,1
-1,1,-1,1,1,-1,-1,-1,1,-1,1,-1,1,1,-1,-1,-1,1
GAME_74_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,-1,1
-1,1,0,0,0,0,0,-1,1,-1,1,1,0,0,0,0,-1,1
-1,1,1,0,0,-1,0,-1,1,-1,1,1,0,0,-1,1,-1,1
-1,1,1,0,-1,-1,1,-1,1,-1,1,1,1,-1,-1,1,-1,1
GAME_75_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,-1,0,0,0,0,0,1,0,0,-1,0,0,0
-1,0,1,0,0,-1,0,0,0,-1,0,1,1,0,-1,0,0,0
-1,0,1,1,-1,-1,0,0,0,-1,0,1,1,-1,-1,0,0,1
-1,0,1,1,-1,-1,0,-1,1,-1,1,1,1,-1,-1,0,-1,1
-1,1,1,1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,1
GAME_76_END,,,,,,,,,,,,,,,,,
0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0
0,-1,-1,0,0,0,0,1,0,1,-1,-1,0,0,0,0,1,0
1,-1,-1,0,0,0,-1,1,0,1,-1,-1,0,1,0,-1,1,0
1,-1,-1,0,1,0,-1,1,-1,1,-1,-1,0,1,1,-1,1,-1
1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,-1,1,-1
GAME_77_END,,,,,,,,,,,,,,,,,
-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0
-1,0,-1,0,0,1,0,0,0,-1,0,-1,0,1,1,0,0,0
-1,-1,-1,0,1,1,0,0,0,-1,-1,-1,0,1,1,0,0,0
GAME_78_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,-1,0,0,1,0,0,1,0,0,-1,0
-1,1,0,0,1,0,0,-1,0,-1,1,1,0,1,0,0,-1,0
-1,1,1,0,1,-1,0,-1,0,-1,1,1,0,1,-1,0,-1,1
-1,1,1,0,1,-1,-1,-1,1,-1,1,1,1,1,-1,-1,-1,1
GAME_79_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,1,0,-1,0,0,0,0,0,0,1,0,-1,1,0,0,0
0,0,1,0,-1,1,0,0,-1,0,0,1,0,-1,1,0,1,-1
-1,0,1,0,-1,1,0,1,-1,-1,0,1,0,-1,1,0,1,-1
GAME_80_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,-1,0,0
0,0,0,-1,1,0,-1,0,0,0,0,0,-1,1,1,-1,0,0
-1,0,0,-1,1,1,-1,0,0,-1,0,0,-1,1,1,-1,0,0
GAME_81_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,-1,0
1,0,0,0,0,0,-1,-1,0,1,0,1,0,0,0,-1,-1,0
1,0,1,0,0,0,-1,-1,-1,1,0,1,0,0,0,-1,-1,-1
GAME_82_END,,,,,,,,,,,,,,,,,
0,0,0,-1,0,0,0,0,0,0,1,0,-1,0,0,0,0,0
0,1,0,-1,-1,0,0,0,0,1,1,0,-1,-1,0,0,0,0
1,1,0,-1,-1,-1,0,0,0,1,1,0,-1,-1,-1,0,0,0
GAME_83_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
0,-1,0,0,0,0,0,-1,1,1,-1,0,0,0,0,0,-1,1
1,-1,0,0,-1,0,0,-1,1,1,-1,0,0,-1,0,0,-1,1
GAME_84_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,1,-1
0,0,1,0,-1,0,0,1,-1,0,1,1,0,-1,0,0,1,-1
-1,1,1,0,-1,0,0,1,-1,-1,1,1,0,-1,0,0,1,-1
GAME_85_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,-1,1,0,0,0,0,0,1,0,-1,1,0,0,0
0,0,1,0,-1,1,0,0,-1,1,0,1,0,-1,1,0,0,-1
1,-1,1,0,-1,1,0,0,-1,1,-1,1,0,-1,1,0,1,-1
1,-1,1,-1,-1,1,0,1,-1,1,-1,1,-1,-1,1,1,1,-1
GAME_86_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,-1,0,0
0,0,0,0,1,-1,-1,0,0,0,0,0,0,1,-1,-1,1,0
0,-1,0,0,1,-1,-1,1,0,1,-1,0,0,1,-1,-1,1,0
1,-1,0,0,1,-1,-1,1,-1,1,-1,1,0,1,-1,-1,1,-1
1,-1,1,-1,1,-1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,-1
GAME_87_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,-1,0,0
0,0,0,-1,1,0,-1,0,0,1,0,0,-1,1,0,-1,0,0
1,0,0,-1,1,0,-1,0,-1,1,0,0,-1,1,0,-1,1,-1
1,-1,0,-1,1,0,-1,1,-1,1,-1,1,-1,1,0,-1,1,-1
1,-1,1,-1,1,-1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,-1
GAME_88_END,,,,,,,,,,,,,,,,,
0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0
-1,0,-1,0,0,0,0,1,0,-1,0,-1,0,0,1,0,1,0
-1,-1,-1,0,0,1,0,1,0,-1,-1,-1,0,0,1,0,1,0
GAME_89_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,-1,0,0
-1,0,0,0,1,0,-1,0,0,-1,0,0,1,1,0,-1,0,0
-1,0,0,1,1,-1,-1,0,0,-1,0,1,1,1,-1,-1,0,0
-1,-1,1,1,1,-1,-1,0,0,-1,-1,1,1,1,-1,-1,1,0
-1,-1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,1,-1
GAME_90_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,-1,0,0,1,0,0,0,1,0,-1,0
0,1,-1,0,0,1,0,-1,0,0,1,-1,0,0,1,1,-1,0
0,1,-1,0,-1,1,1,-1,0,0,1,-1,0,-1,1,1,-1,1
-1,1,-1,0,-1,1,1,-1,1,-1,1,-1,1,-1,1,1,-1,1
GAME_91_END,,,,,,,,,,,,,,,,,
0,0,0,-1,0,0,0,0,0,1,0,0,-1,0,0,0,0,0
1,-1,0,-1,0,0,0,0,0,1,-1,0,-1,0,0,0,1,0
1,-1,0,-1,0,0,-1,1,0,1,-1,0,-1,1,0,-1,1,0
1,-1,0,-1,1,0,-1,1,-1,1,-1,1,-1,1,0,-1,1,-1
1,-1,1,-1,1,-1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,-1
GAME_92_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,-1,1,0,0,0,0,0,1,0,-1,1,0,0,0
0,0,1,0,-1,1,0,0,-1,0,0,1,0,-1,1,0,1,-1
0,0,1,0,-1,1,-1,1,-1,1,0,1,0,-1,1,-1,1,-1
1,-1,1,0,-1,1,-1,1,-1,1,-1,1,1,-1,1,-1,1,-1
GAME_93_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,1,0,0,0,-1,0,0,0,0,1,0,0,1,-1
0,-1,0,0,1,0,0,1,-1,0,-1,1,0,1,0,0,1,-1
0,-1,1,0,1,0,-1,1,-1,0,-1,1,0,1,1,-1,1,-1
0,-1,1,-1,1,1,-1,1,-1,1,-1,1,-1,1,1,-1,1,-1
GAME_94_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,-1,0,0
0,0,0,0,1,-1,-1,0,0,0,1,0,0,1,-1,-1,0,0
0,1,0,0,1,-1,-1,-1,0,0,1,0,0,1,-1,-1,-1,1
-1,1,0,0,1,-1,-1,-1,1,-1,1,0,1,1,-1,-1,-1,1
-1,1,-1,1,1,-1,-1,-1,1,-1,1,-1,1,1,-1,-1,-1,1
GAME_95_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,0,0,-1,0,0,0,0,1,0,1,0,-1,0,0,0,0
1,-1,1,0,-1,0,0,0,0,1,-1,1,0,-1,0,0,1,0
1,-1,1,0,-1,0,0,1,-1,1,-1,1,0,-1,0,1,1,-1
1,-1,1,-1,-1,0,1,1,-1,1,-1,1,-1,-1,1,1,1,-1
GAME_96_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,-1,0,0,1,0,0,0,0,0,-1,0,0,1,1
0,0,0,0,-1,0,-1,1,1,0,0,1,0,-1,0,-1,1,1
0,0,1,0,-1,-1,-1,1,1,0,0,1,1,-1,-1,-1,1,1
-1,0,1,1,-1,-1,-1,1,1,-1,1,1,1,-1,-1,-1,1,1
GAME_97_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,-1,0,0,0,0,1,1,0,0,-1
0,0,0,-1,1,1,0,0,-1,0,0,0,-1,1,1,1,0,-1
0,0,-1,-1,1,1,1,0,-1,0,1,-1,-1,1,1,1,0,-1
0,1,-1,-1,1,1,1,-1,-1,1,1,-1,-1,1,1,1,-1,-1
GAME_98_END,,,,,,,,,,,,,,,,,
0,0,0,0,-1,0,0,0,0,0,0,1,0,-1,0,0,0,0
0,0,1,0,-1,0,0,0,-1,1,0,1,0,-1,0,0,0,-1
1,-1,1,0,-1,0,0,0,-1,1,-1,1,0,-1,0,0,1,-1
1,-1,1,0,-1,-1,0,1,-1,1,-1,1,1,-1,-1,0,1,-1
1,-1,1,1,-1,-1,-1,1,-1,1,-1,1,1,-1,-1,-1,1,-1
GAME_99_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,-1,0,0,1,0,0,0,1,0,-1,0
0,1,-1,0,0,1,0,-1,0,0,1,-1,0,0,1,0,-1,1
0,1,-1,-1,0,1,0,-1,1,1,1,-1,-1,0,1,0,-1,1
1,1,-1,-1,-1,1,0,-1,1,1,1,-1,-1,-1,1,1,-1,1
